datetime,open,high,low,close,volume
2024-02-16,183.42,184.85001,181.67,182.31,49701400
2024-02-15,183.55,184.49001,181.35001,183.86,65434500
2024-02-14,185.32001,185.53,182.44,184.14999,54630500
2024-02-13,185.77,186.21001,183.50999,185.03999,56529500
2024-02-12,188.42,188.67,186.78999,187.14999,41781900
2024-02-09,188.64999,189.99001,188.0,188.85001,45155200
2024-02-08,189.39,189.53999,187.35001,188.32001,40962000
2024-02-07,190.64,191.05,188.61,189.41,53439000
2024-02-06,186.86,189.31,186.77,189.3,43490800
2024-02-05,188.14999,189.25,185.84,187.67999,69668800
2024-02-02,179.86,187.33,179.25,185.85001,102518000
2024-02-01,183.99001,186.95,183.82001,186.86,64885400
2024-01-31,187.03999,187.10001,184.35001,184.39999,55467800
2024-01-30,190.94,191.8,187.47,188.03999,55859400
2024-01-29,192.00999,192.2,189.58,191.73,47145600
2024-01-26,194.27,194.75999,191.94,192.42,44594000
2024-01-25,195.22,196.27,193.11,194.17,54822100
2024-01-24,195.42,196.38,194.34,194.5,53631300
2024-01-23,195.02,195.75,193.83,195.17999,42355600
2024-01-22,192.3,195.33,192.25999,193.89,60133900
2024-01-19,189.33,191.95,188.82001,191.56,68741000
2024-01-18,186.09,189.14,185.83,188.63,78005800
2024-01-17,181.27,182.92999,180.3,182.67999,47317400
2024-01-16,182.16,184.25999,180.92999,183.63,65603000
2024-01-12,186.06,186.74001,185.19,185.92,40444700
2024-01-11,186.53999,187.05,183.62,185.59,49128400
2024-01-10,184.35001,186.39999,183.92,186.19,46792900
2024-01-09,183.92,185.14999,182.73,185.14,42841800
2024-01-08,182.09,185.60001,181.5,185.56,59144500
2024-01-05,181.99001,182.75999,180.17,181.17999,62303300
2024-01-04,182.14999,183.09,180.88,181.91,71983600
2024-01-03,184.22,185.88,183.42999,184.25,58414500
2024-01-02,187.14999,188.44,183.89,185.64,82488700
2023-12-29,193.89999,194.39999,191.73,192.53,42628800
2023-12-28,194.14,194.66,193.17,193.58,34049900
2023-12-27,192.49001,193.5,191.09,193.14999,48087700
2023-12-26,193.61,193.89,192.83,193.05,28919300
2023-12-22,195.17999,195.41,192.97,193.60001,37122800
2023-12-21,196.10001,197.08,193.5,194.67999,46482500
2023-12-20,196.89999,197.67999,194.83,194.83,52242800
2023-12-19,196.16,196.95,195.89,196.94,40714100
2023-12-18,196.09,196.63,194.39,195.89,55751900
